"pwsid","gw_sw_code","primary_source_code","first_reported_date","years_operating","owner_type","primacy_type","is_grant_eligible_ind","is_wholesaler_ind","is_school_or_daycare_ind","source_water_protection_code","phone_number","lead_and_copper_rule_healthbased_5yr","radionuclides_and_revised_rad_rule_healthbased_5yr","groundwater_rule_healthbased_5yr","surface_water_treatment_rules_healthbased_5yr","total_coliform_rules_healthbased_5yr","inorganic_chemicals_healthbased_5yr","stage_1_disinfectants_and_byproducts_rule_healthbased_5yr","stage_2_disinfectants_and_byproducts_rule_healthbased_5yr","synthetic_organic_chemicals_healthbased_5yr","volatile_organic_chemicals_healthbased_5yr","health_viols_5yr","paperwork_viols_5yr","total_viols_5yr","lead_and_copper_rule_healthbased_10yr","radionuclides_and_revised_rad_rule_healthbased_10yr","groundwater_rule_healthbased_10yr","surface_water_treatment_rules_healthbased_10yr","total_coliform_rules_healthbased_10yr","inorganic_chemicals_healthbased_10yr","stage_1_disinfectants_and_byproducts_rule_healthbased_10yr","stage_2_disinfectants_and_byproducts_rule_healthbased_10yr","synthetic_organic_chemicals_healthbased_10yr","volatile_organic_chemicals_healthbased_10yr","health_viols_10yr","paperwork_viols_10yr","total_viols_10yr","violations_all_years","open_health_viol"
"VT0005287","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 879-4504",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,23,144,"No"
"VT0005289","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 557-1037",0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,82,82,92,"No"
"VT0005290","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 254-4255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,"No"
"VT0005291","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 780-7341",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,164,"No"
"VT0005294","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 824-5108",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,7,49,"No"
"VT0005298","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 463-3964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No"
"VT0005303","Groundwater","GW","1981-06-18",45,"Private","State","Yes","No","Yes","No","(802) 869-6218",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,84,"No"
"VT0005304","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 376-5000",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,126,"No"
"VT0005305","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 258-0181",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,26,"Yes"
"VT0005306","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 376-8856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"No"
"VT0005309","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"No"
"VT0005310","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 258-7445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"No"
"VT0005312","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 258-8632",0,0,0,0,0,0,0,0,0,0,0,143,143,0,0,0,0,1,0,0,0,0,0,1,155,156,164,"No"
"VT0005313","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 464-0460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No"
"VT0005314","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 234-5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,79,"No"
"VT0005315","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 234-9340",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,22,"No"
"VT0005317","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 226-7291",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,19,19,93,"No"
"VT0005318","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 289-2825",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,28,28,85,"No"
"VT0005319","Groundwater","GW","1984-01-16",42,"Local","State","Yes","No","No","No","(802) 295-3622",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"VT0005320","Groundwater","GW","1981-07-23",45,"Public/Private","State","Yes","No","No","No","(802) 295-3622",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"No"
"VT0005322","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 356-3402",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,7,29,"No"
"VT0005323","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 228-8431",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,10,"No"
"VT0005324","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(914) 980-8346",1,0,0,0,0,0,0,0,0,0,1,2,3,2,16,0,0,0,0,0,0,0,0,18,13,31,72,"No"
"VT0005325","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 297-9400",0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,14,14,48,"No"
"VT0005326","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 649-5424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"VT0005328","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 989-1436",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,54,54,66,"No"
"VT0005330","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 291-0374",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,7,8,19,"No"
"VT0005331","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(952) 250-8492",1,2,0,0,0,0,0,0,0,0,3,4,7,1,2,0,0,0,0,0,0,0,0,3,5,8,158,"Yes"
"VT0005333","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 886-2208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"VT0005335","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 746-8186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,74,"No"
"VT0005339","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 674-2626",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29,29,56,"No"
"VT0005341","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 674-6786",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,13,"No"
"VT0005342","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 893-7118",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,5,73,"No"
"VT0005343","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 457-3456",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,6,"No"
"VT0005344","Groundwater","GW","1985-05-13",41,"Private","State","Yes","No","No","No","(802) 223-9569",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,30,"No"
"VT0005347","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 388-1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"No"
"VT0005353","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","No","No","(802) 795-0042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,"No"
"VT0005357","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 735-7890",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,27,"No"
"VT0005359","Groundwater","GW","1984-02-07",42,"Private","State","Yes","No","No","No","(802) 228-5575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"No"
"VT0005374","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 698-0531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"VT0005375","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(603) 359-2379",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,17,"No"
"VT0005378","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 773-6421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,152,"No"
"VT0005379","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 782-2143",0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,93,93,210,"No"
"VT0005381","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 535-9635",1,0,0,0,0,0,0,0,0,0,1,15,16,1,0,0,0,0,0,0,0,0,0,1,18,19,95,"Yes"
"VT0005382","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(631) 944-1605",0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,76,76,194,"No"
"VT0005384","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 422-2300",0,6,0,0,0,0,0,0,0,0,6,1,7,0,6,0,0,0,0,0,0,0,0,6,3,9,141,"No"
"VT0005385","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 917-3603",0,0,0,0,1,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,0,0,0,1,3,4,17,"No"
"VT0005397","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(770) 851-4559",0,13,0,0,0,0,0,0,0,0,13,2,15,1,14,0,0,0,0,0,0,0,0,15,4,19,38,"No"
"VT0005399","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"No"
"VT0005403","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 355-0784",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,47,"No"
"VT0005404","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 295-7216",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,117,"No"
"VT0005419","Groundwater","GW","1984-01-26",42,"Private","State","Yes","No","No","No","(802) 370-5833",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,3,4,17,"Yes"
"VT0005424","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 295-7216",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,8,130,"No"
"VT0005426","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(480) 459-6720",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,34,"No"
"VT0005427","Groundwater","GW","1981-06-18",45,"Private","State","Yes","No","No","No","(845) 462-8375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,13,"No"
"VT0005429","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 236-8277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"No"
"VT0005435","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 496-9189",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,20,"No"
"VT0005441","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 233-8757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,"No"
"VT0005450","Groundwater","GW","1982-01-29",44,"Local","State","Yes","No","No","No","(802) 734-6381",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,22,"No"
"VT0005452","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 376-6313",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,7,31,"No"
"VT0005462","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(609) 460-4530",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,25,"No"
"VT0005469","Surface Water","SWP","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 375-5621",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"No"
"VT0005471","Surface Water","SWP","1981-07-23",45,"Private","State","Yes","No","No","No","(518) 392-1424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"No"
"VT0005475","Groundwater","GW","2006-05-17",20,"Private","State","Yes","No","No","No","(802) 547-3985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"No"
"VT0005476","Groundwater","GW","1983-05-20",43,"Local","State","Yes","No","No","No","(802) 899-1351",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,7,23,"No"
"VT0005490","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 272-9476",1,0,0,0,0,0,0,0,0,0,1,8,9,1,0,0,0,0,0,0,0,0,0,1,10,11,70,"Yes"
"VT0005493","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 893-7118",0,0,0,0,0,1,0,0,0,0,1,4,5,0,0,0,0,0,1,0,0,0,0,1,7,8,70,"No"
"VT0005499","Groundwater","GW","1984-01-26",42,"Private","State","Yes","No","No","No","(802) 417-0779",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,16,130,"No"
"VT0005502","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(603) 490-1035",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,57,"No"
"VT0005503","Groundwater","GW","1993-06-22",33,"Private","State","Yes","No","No","No","(802) 274-4603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,"No"
"VT0005504","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 496-4760",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,24,"No"
"VT0005513","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 734-6358",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,12,"No"
"VT0005515","Groundwater","GWP","1982-01-29",44,"Private","State","Yes","No","No","No","(603) 836-5680",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,34,"No"
"VT0005517","Groundwater","GWP","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 823-4662",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,21,"No"
"VT0005518","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 279-5332",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,2,3,41,"No"
"VT0005523","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 316-8952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,"No"
"VT0005524","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 496-4760",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,5,6,22,"No"
"VT0005525","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","No","No","(802) 496-4760",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,12,"No"
"VT0005529","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","No","No","(802) 229-0308",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,4,5,23,"No"
"VT0005530","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","No","No","(802) 673-4033",0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,122,122,181,"No"
"VT0005532","Groundwater","GW","1984-02-07",42,"Private","State","Yes","No","No","No","(802) 254-6041",0,2,0,0,0,0,0,0,0,0,2,6,8,0,3,0,0,0,0,0,0,0,0,3,7,10,34,"No"
"VT0005534","Groundwater","GW","1982-01-29",44,"Local","State","Yes","No","No","No","(802) 773-3518",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,97,"No"
"VT0005535","Groundwater","GW","1983-01-28",43,"Private","State","Yes","No","No","No","(802) 355-0861",0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,26,26,84,"No"
"VT0005536","Groundwater","GW","1984-01-26",42,"Private","State","Yes","No","No","No","(802) 464-7515",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,23,35,"No"
"VT0005537","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","No","No","(802) 633-2384",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,6,7,27,"Yes"
"VT0005538","Groundwater","GW","1983-07-21",43,"Private","State","Yes","No","No","No","(802) 253-9314",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,"No"
"VT0005539","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 356-7072",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,7,194,"No"
"VT0005540","Groundwater","GW","1983-07-21",43,"Private","State","Yes","No","No","No","(802) 299-5012",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,15,"No"
"VT0005541","Groundwater","GW","1984-02-07",42,"Private","State","Yes","No","No","No","(802) 473-3121",1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,2,5,13,"No"
"VT0005542","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 464-5749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,"No"
"VT0005545","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(203) 943-8166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"No"
"VT0005555","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 357-4453",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,6,7,37,"Yes"
"VT0005556","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 782-8309",0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,23,23,60,"No"
"VT0005557","Surface Water","SW","1983-01-28",43,"Private","State","Yes","No","No","No","(802) 343-1851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,"No"
"VT0005563","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 297-5800",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,16,"No"
"VT0005565","Groundwater","GW","1983-07-21",43,"Private","State","Yes","No","No","No","(802) 327-2114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,63,"No"
"VT0005566","Surface Water","SWP","1984-01-26",42,"Local","State","Yes","No","No","No","(802) 476-3522",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,6,9,"No"
"VT0005570","Groundwater","GW","1983-07-21",43,"Private","State","Yes","No","No","No","(802) 775-3139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,"No"
"VT0005571","Groundwater","GW","1983-07-21",43,"Private","State","Yes","No","No","No","(401) 246-0050",0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,7,7,14,147,"No"
"VT0005573","Groundwater","GW","1983-01-28",43,"Private","State","Yes","No","No","No","(802) 492-3322",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,19,"No"
"VT0005575","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 417-2234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"No"
"VT0005578","Groundwater","GW","1983-07-21",43,"Private","State","Yes","No","No","No","(802) 464-5749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"No"
"VT0005581","Groundwater","GW","1984-02-07",42,"Private","State","Yes","No","No","No","(860) 760-9123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58,"No"
"VT0005582","Groundwater","GW","1984-02-07",42,"Private","State","Yes","No","No","No","(860) 760-9123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,75,"No"
"VT0005584","Groundwater","GWP","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 496-5544",0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,6,7,21,"No"
"VT0005586","Groundwater","GW","1984-01-16",42,"Private","State","Yes","No","No","No","(802) 698-0531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,"No"
"VT0005589","Groundwater","GW","1984-01-26",42,"Private","State","Yes","No","No","No","(802) 496-5555",0,15,0,0,0,0,0,0,0,0,15,2,17,0,17,0,0,0,0,0,0,0,0,17,3,20,40,"No"
"VT0005590","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 770-4022",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,10,"No"
"VT0005592","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 353-5238",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,6,36,"No"
"VT0005593","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 583-2400",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,6,7,67,"Yes"
"VT0005594","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 265-4526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53,"No"
"VT0005596","Groundwater","GW","1985-01-30",41,"Private","State","Yes","No","No","No","(802) 485-4139",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,4,24,"No"
"VT0005597","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 353-1141",0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,71,71,154,"No"
"VT0005599","Groundwater","GW","1985-01-31",41,"Local","State","Yes","No","No","No","(802) 484-3520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"No"
"VT0005600","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(203) 943-8166",0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,47,47,167,"No"
"VT0005602","Surface Water","SWP","1985-01-31",41,"Private","State","Yes","No","Yes","No","(802) 985-0316",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,41,"No"
"VT0005603","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 779-4427",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,6,7,117,"No"
"VT0005604","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 770-4022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,"No"
"VT0005607","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 673-4033",0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,18,18,35,"No"
"VT0005608","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 496-4760",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,32,"No"
"VT0005609","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 228-1420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"VT0005611","Surface Water","SW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 498-4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No"
"VT0005615","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(203) 943-8166",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,26,"No"
